Cód.,Município,Abacate,Abacaxi*,Açaí,Algodão arbóreo (em caroço),Algodão herbáceo (em caroço),Alho,Amendoim (em casca),Arroz (em casca),Aveia (em grão),Azeitona,Banana (cacho),Batata-doce,Batata-inglesa,Borracha (látex coagulado),Cacau (em amêndoa),Café (em grão) Total,Cana-de-açúcar,Caqui,Castanha de caju,Cebola,Centeio (em grão),Cevada (em grão),Chá-da-índia (folha verde),Coco-da-baía*,Dendê (cacho de coco),Erva-mate (folha verde),Ervilha (em grão),Fava (em grão),Feijão (em grão),Figo,Fumo (em folha),Girassol (em grão),Goiaba,Guaraná (semente),Juta (fibra),Laranja,Limão,Linho (semente),Maçã,Malva (fibra),Mamão,Mamona (baga),Mandioca,Manga,Maracujá,Marmelo,Melancia,Melão,Milho (em grão),Noz (fruto seco),Palmito,Pera,Pêssego,Pimenta-do-reino,Rami (fibra),Sisal ou agave (fibra),Soja (em grão),Sorgo (em grão),Tangerina,Tomate,Trigo (em grão),Triticale (em grão),Tungue (fruto seco),Urucum (semente),Uva,Total,80%,Principal
1300409,Barcelos (AM),0,50,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,225,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,468,Açaí
1300508,Barreirinha (AM),0,130,0,0,0,0,0,8,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,25,7,0,0,0,45,0,1200,0,30,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,"1428,8",Mandioca
1300607,Benjamin Constant (AM),0,48,380,0,0,0,0,16,0,0,631,8,0,0,0,0,83,0,0,0,0,0,0,31,0,0,0,0,2,0,0,0,0,0,0,257,41,0,0,0,40,0,2820,0,251,0,360,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4994,"3995,2",Mandioca
1300631,Beruri (AM),0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,306,0,0,330,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,688,Mandioca
1300680,Boa Vista do Ramos (AM),0,54,0,0,0,0,0,8,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,35,0,0,0,0,37,0,4200,0,45,0,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4799,"3839,2",Mandioca
1300706,Boca do Acre (AM),0,120,0,0,0,0,0,75,0,0,2576,0,0,0,125,7,950,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,10,13,0,0,0,60,0,3835,0,90,0,900,0,790,0,0,0,0,4,0,0,3740,0,0,0,0,0,0,0,0,13377,"10701,6",Mandioca
1300805,Borba (AM),0,75,0,0,0,0,0,0,0,0,945,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,0,0,0,0,0,14350,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,15792,"12633,6",Mandioca
1300839,Caapiranga (AM),0,200,1000,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,5,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,"2054,4",Açaí
1300904,Canutama (AM),0,260,0,0,0,0,0,0,0,0,158,220,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,1160,33,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4133,"3306,4",Mandioca
1301001,Carauari (AM),0,100,2040,0,0,0,0,0,0,0,540,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,66,0,0,0,0,15,0,9120,0,30,0,80,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12395,9916,Mandioca
1301100,Careiro (AM),0,100,400,0,0,0,0,0,0,0,2320,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,330,40,0,0,0,525,0,7320,0,432,0,3000,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14777,"11821,6",Mandioca
1301159,Careiro da Várzea (AM),0,4940,0,0,0,0,0,0,0,0,1035,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,23,0,0,600,92,0,0,0,420,0,1200,0,600,0,640,0,0,0,0,0,0,0,0,0,0,0,8,40,0,0,0,0,0,10238,"8190,4",Abacaxi*
1301209,Coari (AM),30,350,600,0,0,0,0,0,0,0,1300,0,0,0,120,0,180,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,70,28,0,50,35,0,0,520,170,0,11500,0,125,0,750,0,110,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,16070,12856,Mandioca
1301308,Codajás (AM),0,290,70000,0,0,0,0,0,0,0,1050,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,65,0,0,350,180,0,5100,0,140,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78977,"63181,6",Açaí
1301407,Eirunepé (AM),35,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,60,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,"4173,6",Cana-de-açúcar
1301506,Envira (AM),36,0,0,0,0,0,0,280,0,0,2000,300,0,0,0,180,0,0,0,0,0,0,0,61,0,0,0,0,40,0,0,0,0,0,0,85,14,0,0,0,50,0,4200,0,40,0,1000,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9366,"7492,8",Mandioca
1301605,Fonte Boa (AM),0,65,220,0,0,0,0,0,0,0,510,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1900,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,2832,Mandioca
1301654,Guajará (AM),3,25,0,0,0,0,0,6,0,0,55,16,0,0,0,8,152,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,0,738,0,0,0,80,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,"921,6",Mandioca
1301704,Humaitá (AM),9,1600,3900,0,0,0,0,2400,0,0,3800,0,0,0,14,110,595,0,0,0,0,0,0,12,0,0,0,0,50,0,0,0,0,20,0,320,175,0,0,0,800,0,60000,0,80,0,3200,0,0,0,0,0,0,3,0,0,10000,0,0,0,0,0,0,3,0,87091,"69672,8",Mandioca
1301803,Ipixuna (AM),0,150,0,0,0,0,0,144,0,0,600,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,500,0,1500,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,3392,Mandioca
1301852,Iranduba (AM),7,147,0,0,0,0,0,0,0,0,693,754,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,54,0,0,1760,610,0,0,0,805,0,869,0,560,0,2147,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,8712,"6969,6",Melancia
1301902,Itacoatiara (AM),54,21600,0,0,0,0,0,0,0,0,1800,270,0,13,0,7,0,0,0,0,0,0,0,276,0,0,0,0,160,0,0,0,288,24,0,1240,90,0,0,0,780,0,14080,0,2250,0,1650,0,150,0,0,0,0,8,0,0,0,0,40,24,0,0,0,0,0,44804,"35843,2",Abacaxi*
1301951,Itamarati (AM),7,30,0,0,0,0,0,0,0,0,180,144,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,40,48,0,0,0,80,0,3000,0,0,0,324,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038,"3230,4",Mandioca
1302009,Itapiranga (AM),0,90,0,0,0,0,0,0,0,0,112,0,0,0,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,133,6,0,0,0,115,0,7200,0,240,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8225,6580,Mandioca
1302108,Japurá (AM),0,85,144,0,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,3023,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,"3348,8",Mandioca
1302207,Juruá (AM),0,23,0,0,0,0,0,0,0,0,160,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,300,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,"1146,4",Mandioca
1302306,Jutaí (AM),0,200,350,0,0,0,0,0,0,0,800,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,8700,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10899,"8719,2",Mandioca
1302405,Lábrea (AM),0,420,350,0,0,0,0,12,0,0,2223,38,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,0,238,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19221,"15376,8",Mandioca
1302504,Manacapuru (AM),0,126,420,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,4,0,4644,352,0,0,0,4422,0,125787,0,5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142835,114268,Mandioca
1302553,Manaquiri (AM),0,140,0,0,0,0,0,0,0,0,1000,1680,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1206,90,0,0,144,140,0,7320,0,360,0,156,0,120,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12383,"9906,4",Mandioca
1302603,Manaus (AM),0,665,744,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,665,252,0,0,0,572,0,1800,0,230,0,1804,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,7184,"5747,2",Melancia
1302702,Manicoré (AM),0,0,700,0,0,0,0,0,0,0,24140,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,76000,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105992,"84793,6",Mandioca
1302801,Maraã (AM),6,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,472,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167,"933,6",Banana (cacho)
1302900,Maués (AM),0,84,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,768,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,344,0,60,20,0,0,0,91,0,18400,0,47,0,85,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21016,"16812,8",Mandioca
1303007,Nhamundá (AM),0,46,0,0,0,0,0,0,0,0,125,0,0,0,0,0,105,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,6,30,0,6000,0,34,0,100,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6502,"5201,6",Mandioca
1303106,Nova Olinda do Norte (AM),0,300,8,0,0,0,0,0,0,0,900,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,30,7,0,75,22,0,0,0,250,0,18000,0,156,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21101,"16880,8",Mandioca
1303205,Novo Airão (AM),0,75,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2905,2324,Mandioca
1303304,Novo Aripuanã (AM),0,72,800,0,0,0,0,0,0,0,9000,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,20,8,0,100,9,0,0,0,54,0,13130,0,225,0,4000,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27565,22052,Mandioca
1303403,Parintins (AM),0,80,0,0,0,0,0,0,0,0,735,0,0,0,0,0,200,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,13,21,32,10,0,0,38,50,0,6960,0,76,0,600,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8834,"7067,2",Mandioca
1303502,Pauini (AM),0,460,0,0,0,0,0,12,0,46,4160,156,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,52,18,0,0,0,0,0,9074,0,180,0,2000,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16451,"13160,8",Mandioca
1303536,Presidente Figueiredo (AM),0,60,1960,0,0,0,0,0,0,0,4130,0,0,0,0,0,29000,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,64,0,882,182,0,0,0,72,0,1650,0,114,0,1890,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,40728,"32582,4",Cana-de-açúcar
1303569,Rio Preto da Eva (AM),14,300,1008,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,7350,42,0,0,0,864,0,1900,0,252,0,231,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15805,12644,Laranja
1303601,Santa Isabel do Rio Negro (AM),0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,"1894,4",Mandioca
1303700,Santo Antônio do Içá (AM),176,240,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,850,0,0,0,760,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2428,"1942,4",Mandioca
1303809,São Gabriel da Cachoeira (AM),0,194,410,0,0,0,0,2,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,22,185,0,0,0,45,0,410,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,1320,Açaí
1303908,São Paulo de Olivença (AM),15,80,0,0,0,0,0,0,0,0,150,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,25,0,0,0,0,0,90,0,0,0,300,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,"575,2",Melancia
1303957,São Sebastião do Uatumã (AM),0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,30,0,0,0,0,16,0,0,0,0,0,0,0,0,5800,0,140,0,240,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6657,"5325,6",Mandioca
1304005,Silves (AM),21,0,0,0,0,0,0,0,0,0,360,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,25,0,0,0,0,0,8400,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9795,7836,Mandioca
1304062,Tabatinga (AM),19,100,96,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,86,15,0,0,0,24,0,1440,0,37,0,52,0,48,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2149,"1719,2",Mandioca
1304104,Tapauá (AM),0,164,1740,0,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,22,0,0,0,0,0,0,0,10,0,0,0,48,0,33670,0,30,0,1421,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38431,"30744,8",Mandioca
1304203,Tefé (AM),0,950,582,0,0,0,0,0,0,0,462,0,0,0,14,0,0,0,0,0,0,0,0,142,0,0,0,0,65,0,0,0,0,0,0,439,0,0,0,0,0,0,90760,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94664,"75731,2",Mandioca
1304237,Tonantins (AM),0,363,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2592,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,"2575,2",Mandioca
1304260,Uarini (AM),0,14,60,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,6720,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6900,5520,Mandioca
1304302,Urucará (AM),0,80,72,0,0,0,0,0,0,0,1130,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,90,0,208,6,0,0,0,0,0,5060,10,140,0,555,0,52,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,7463,"5970,4",Mandioca
1304401,Urucurituba (AM),21,0,0,0,0,0,0,0,0,0,840,12,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,24,1,0,51,30,0,0,0,120,0,1440,0,180,0,180,0,40,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3013,"2410,4",Mandioca
1400027,Amajari (RR),0,233,70,0,0,0,0,12060,0,0,1500,120,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,50,0,0,0,35,0,1890,0,0,0,990,0,1400,0,0,0,0,0,0,0,2678,0,0,0,0,0,0,0,0,21296,"17036,8",Arroz (em casca)
1400050,Alto Alegre (RR),0,260,0,0,0,0,0,700,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,450,675,0,0,0,300,0,7440,0,0,0,3000,0,26460,0,0,0,0,0,0,0,114883,0,0,160,0,0,0,0,0,156656,"125324,8",Soja (em grão)
1400100,Boa Vista (RR),0,0,0,0,0,0,0,650,0,0,4200,570,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,960,700,0,0,0,1155,0,3960,0,360,0,6440,0,13200,0,0,0,0,0,0,0,114376,0,240,195,0,0,0,0,0,147765,118212,Soja (em grão)
1400159,Bonfim (RR),0,0,0,0,0,0,0,50050,0,0,2100,3960,0,0,0,0,875,0,0,3200,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,216,180,0,0,0,0,0,8750,0,5000,0,18750,805,47600,0,0,0,0,0,0,0,79137,0,0,1600,0,0,0,0,0,222963,"178370,4",Soja (em grão)
1400175,Cantá (RR),0,4500,0,0,0,0,0,1400,0,0,950,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,400,0,0,0,270,0,8550,0,600,0,2000,0,3640,0,0,0,0,0,0,0,9261,0,0,640,0,0,0,0,0,33441,"26752,8",Soja (em grão)
1400209,Caracaraí (RR),0,63,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2000,8000,0,0,0,50,0,5500,0,32,0,875,0,500,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,20754,"16603,2",Limão
1400233,Caroebe (RR),0,0,1440,0,0,0,0,0,0,0,22325,0,0,0,144,0,150,0,0,0,0,0,0,20,737,0,0,0,0,0,0,0,0,0,0,750,100,0,0,0,113,0,4140,0,20,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30064,"24051,2",Banana (cacho)
1400282,Iracema (RR),0,30,80,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,140,250,0,0,0,18,0,1200,0,64,0,150,0,1500,0,0,0,0,0,0,0,9160,0,0,0,0,0,0,0,0,18232,"14585,6",Soja (em grão)
1400308,Mucajaí (RR),0,0,120,0,0,0,0,35,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,60,0,0,0,425,0,4800,0,43,0,520,0,2000,0,0,0,0,0,0,0,15712,0,0,540,0,0,0,0,0,28135,22508,Soja (em grão)
1400407,Normandia (RR),0,0,0,0,0,0,0,12400,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,47,30,0,0,0,0,0,5950,0,92,0,8400,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28359,"22687,2",Arroz (em casca)
1400456,Pacaraima (RR),0,120,24,0,0,0,0,0,0,0,1750,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,0,0,0,40,0,6160,0,46,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9028,"7222,4",Mandioca
1400472,Rorainópolis (RR),0,148,540,0,0,0,0,0,0,0,6600,128,0,0,0,0,420,0,0,0,0,0,0,120,2293,0,0,0,5,0,0,0,0,0,0,15200,1450,0,0,0,92,0,3220,0,280,0,640,0,360,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,31934,"25547,2",Laranja
1400506,São João da Baliza (RR),0,44,280,0,0,0,0,0,0,0,11400,0,0,0,0,0,450,0,0,0,0,0,0,160,7743,0,0,0,0,0,0,0,60,0,0,500,0,0,0,0,38,0,480,75,0,0,90,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21620,17296,Banana (cacho)
1400605,São Luiz (RR),0,0,195,0,0,0,0,0,0,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,600,180,0,0,0,0,0,1280,100,0,0,500,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7340,5872,Banana (cacho)
1400704,Uiramutã (RR),0,97,0,0,0,0,0,0,0,0,225,500,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,108,0,0,0,0,16,0,6750,0,0,0,600,0,450,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,8893,"7114,4",Mandioca
1500107,Abaetetuba (PA),0,180,112000,0,0,0,0,36,0,0,600,0,0,0,51,27,3000,0,0,0,0,0,0,2330,20666,0,0,0,45,0,0,0,0,0,0,210,121,0,0,0,0,0,30600,0,220,0,138,0,66,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,170328,"136262,4",Açaí
1500131,Abel Figueiredo (PA),0,0,187,0,0,0,0,34,0,0,250,43,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4370,0,57,0,194,0,693,0,0,0,0,27,0,0,17360,0,0,0,0,0,0,0,0,23839,"19071,2",Soja (em grão)
1500206,Acará (PA),0,0,29731,0,0,0,0,42,0,0,1305,0,0,0,716,0,0,0,0,0,0,0,0,21000,198324,0,0,0,30,0,0,0,0,0,0,480,273,0,0,0,0,0,325968,0,111,0,0,0,162,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,579913,"463930,4",Mandioca
1500305,Afuá (PA),0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,"1221,6",Mandioca
1500347,Água Azul do Norte (PA),0,1500,136,0,0,0,0,22,0,0,1440,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,220,0,16640,0,0,0,0,0,0,0,2025,0,0,0,0,0,0,0,0,23638,"18910,4",Milho (em grão)
1500404,Alenquer (PA),0,210,5112,0,0,0,0,297,0,0,6766,0,0,0,295,0,525,0,0,0,0,0,0,245,0,0,0,0,306,0,0,0,0,0,0,4165,8750,0,0,0,266,0,192500,0,110,0,1600,0,7500,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,228710,182968,Mandioca
1500503,Almeirim (PA),0,1260,1075,0,0,0,0,0,0,0,660,0,0,0,39,0,376,0,19,0,0,0,0,144,0,0,0,0,30,0,0,0,0,0,0,135,0,0,0,0,157,0,2160,0,170,0,200,0,108,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,6603,"5282,4",Mandioca
1500602,Altamira (PA),0,180,352,0,0,0,4,12991,0,0,15479,0,0,0,5843,0,1200,0,0,0,0,0,0,144,0,0,0,0,373,0,0,0,46,1,0,354,60,0,0,0,144,0,19000,0,188,0,500,0,49634,0,0,0,0,10,0,0,47600,0,0,125,0,0,0,28,0,154256,"123404,8",Milho (em grão)
1500701,Anajás (PA),0,342,71500,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74692,"59753,6",Açaí
1500800,Ananindeua (PA),0,0,113,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,"186,4",Banana (cacho)
1500859,Anapu (PA),0,390,1650,0,0,0,0,293,0,0,14000,0,0,0,11478,0,0,0,0,0,0,0,0,578,0,0,0,0,156,0,0,0,0,0,0,572,70,0,0,0,0,0,10600,0,50,0,640,0,2332,0,23,0,0,81,0,0,0,0,108,75,0,0,0,25,0,43121,"34496,8",Banana (cacho)
1500909,Augusto Corrêa (PA),0,40,1170,0,0,0,0,25,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,270,0,0,0,0,0,0,26,40,0,0,26,0,0,18817,0,25,0,170,0,51,0,0,0,0,210,0,0,0,0,27,0,0,0,0,0,0,21470,17176,Mandioca
1500958,Aurora do Pará (PA),0,120,7450,0,0,0,0,88,0,0,65,0,0,0,8,0,0,0,32,0,0,0,0,0,57000,0,0,0,129,0,0,0,0,0,0,62,75,0,0,0,0,0,32500,0,230,0,660,0,3082,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,102691,"82152,8",Dendê (cacho de coco)
